,price,bedrooms,sqft_living,grade
16497,450000,3,1720,7
16498,298500,3,2420,7
16499,403950,2,710,7
16500,271000,2,710,6
16501,335000,2,1510,7
16502,305000,2,1610,7
16503,630000,3,1880,8
16504,253000,2,1220,7
16505,395000,4,2060,7
16506,265000,3,1340,7
16507,225000,2,1030,6
16508,338500,4,2717,8
16509,300000,2,1360,7
16510,255000,2,1260,6
16511,337000,4,2240,7
16512,324900,3,2080,8
16513,821000,3,2760,8
16514,500000,4,3000,8
16515,885000,4,3310,8
16516,360000,4,1630,7
16517,304000,3,900,7
16518,376000,2,880,6
16519,425000,4,1620,7
16520,1180500,3,1610,8
16521,187000,3,1730,7
16522,710000,2,1640,7
16523,585000,3,1840,8
16524,1400000,5,4700,11
16525,1980000,4,4500,12
16526,250000,3,1780,8
16527,950000,4,3800,10
16528,725000,3,2980,10
16529,505000,4,2780,8
16530,90000,1,560,4
16531,400000,4,2060,7
16532,407000,3,1140,8
16533,651000,3,1890,7
16534,485000,3,2090,7
16535,460000,4,3460,8
16536,369000,2,1320,7
16537,355000,2,1240,6
16538,155000,2,810,7
16539,1000000,3,1880,8
16540,419625,4,2680,9
16541,435000,3,2040,7
16542,379000,4,2180,7
16543,293000,4,1870,7
16544,592100,4,2310,8
16545,362000,3,1120,7
16546,227000,3,1340,7
16547,335500,3,1260,7
16548,213000,3,1200,7
16549,338000,5,2400,7
16550,163500,3,940,7
16551,199988,2,860,7
16552,1185000,3,2390,10
16553,320000,4,3130,7
16554,450000,6,3550,8
16555,249900,2,1470,6
16556,223000,2,910,6
16557,631000,4,2630,7
16558,350000,4,1780,7
16559,279000,3,1430,7
16560,310000,5,2730,7
16561,185000,2,900,6
16562,445000,3,1740,8
16563,365000,4,2905,9
16564,333500,3,2230,7
16565,385000,3,1680,8
16566,345000,3,1240,7
16567,1260000,3,3230,10
16568,440000,4,2560,7
16569,444500,3,2600,7
16570,340000,4,1200,6
16571,680000,4,1660,7
16572,420000,3,1140,7
16573,438500,3,3050,9
16574,109500,2,800,6
16575,461000,4,1700,7
16576,968000,4,2630,9
16577,355000,3,1960,7
16578,249000,3,1180,7
16579,256500,5,1960,7
16580,1810000,5,4250,11
16581,269000,3,1950,8
16582,1350000,4,3600,9
16583,885000,3,2060,9
16584,455000,3,1640,7
16585,980000,4,2730,8
16586,412500,3,1530,6
16587,740000,4,3060,9
16588,1298000,4,2860,10
16589,326000,2,1030,8
16590,568500,4,2460,8
16591,620000,4,2500,9
16592,283000,3,1830,7
16593,875000,6,2820,8
16594,1310000,4,3750,8
16595,289950,3,2070,7
16596,252500,3,1780,7
16597,376000,4,2200,8
16598,635700,4,3240,9
16599,710000,4,2880,10
16600,440000,3,1570,7
16601,439000,3,3180,8
16602,455000,2,1310,6
16603,225000,2,910,7
16604,250000,3,1460,7
16605,585000,4,3410,9
16606,685000,3,2720,7
16607,420000,5,2280,8
16608,245000,2,670,6
16609,275000,4,1480,7
16610,270000,3,2330,7
16611,767250,4,2170,8
16612,229000,3,1760,7
16613,400000,3,1240,8
16614,2195000,5,5210,10
16615,665000,5,2800,8
16616,500000,4,2060,7
16617,355500,5,2360,7
16618,369000,4,2370,9
16619,338500,2,720,5
16620,256000,3,950,7
16621,470000,3,1980,8
16622,675000,3,2540,9
16623,369950,4,2760,8
16624,615000,5,2950,9
16625,1200690,5,3640,10
16626,950000,3,2150,8
16627,799500,4,2760,8
16628,187000,2,840,6
16629,598000,5,2890,9
16630,429950,3,2060,8
16631,347950,5,1700,7
16632,851000,3,3560,10
16633,205000,3,1210,6
16634,225000,3,1590,7
16635,705000,4,2620,8
16636,535000,5,3190,8
16637,222500,3,1450,7
16638,313500,2,1270,8
16639,632000,3,2730,9
16640,467000,3,1840,7
16641,339000,3,1970,8
16642,712000,3,3200,9
16643,335000,3,1060,7
16644,470000,3,1740,8
16645,367000,3,810,7
16646,440500,3,2460,7
16647,305000,4,2100,7
16648,635000,3,1530,7
16649,1020000,3,1670,8
16650,342000,2,1175,8
16651,283000,3,2130,8
16652,430000,4,2470,8
16653,245000,4,1700,7
16654,355500,3,2600,8
16655,395000,3,1460,7
16656,324900,4,2010,8
16657,660000,3,1320,7
16658,570000,3,3150,10
16659,552321,3,1960,8
16660,1100000,2,2050,8
16661,237000,3,1800,7
16662,402000,2,1210,7
16663,470000,3,1830,8
16664,395900,3,1880,7
16665,442000,2,860,7
16666,795000,4,2890,10
16667,190500,3,1390,7
16668,808000,4,3340,9
16669,500000,4,2040,8
16670,775000,4,3010,11
16671,300000,5,2110,7
16672,496000,5,2110,7
16673,448000,4,2510,9
16674,645000,2,2770,8
16675,464600,3,1120,7
16676,590000,3,1530,8
16677,399000,3,1800,7
16678,305000,2,1030,7
16679,478000,3,1210,7
16680,598800,1,1090,6
16681,430000,4,1790,7
16682,433000,4,1550,7
16683,420000,4,2400,8
16684,585000,4,2470,8
16685,255000,3,1170,7
16686,305000,3,1120,6
16687,396000,4,1040,6
16688,347500,4,2460,9
16689,900000,4,3690,11
16690,425000,3,1960,7
16691,429000,3,1920,8
16692,540000,3,1670,8
16693,324950,3,1340,7
16694,1049000,3,2610,7
16695,221000,4,1540,7
16696,405000,3,1640,8
16697,1150000,3,2100,8
16698,588000,4,1930,8
16699,234950,3,1430,7
16700,580000,4,2430,7
16701,637000,5,2460,9
16702,704000,4,2490,8
16703,210000,2,880,6
16704,772000,4,2110,8
16705,763000,4,1850,8
16706,213500,2,2060,7
16707,255000,2,1360,6
16708,423500,3,2000,8
16709,520000,3,1810,8
16710,550000,3,2230,8
16711,795000,3,1820,9
16712,495000,4,2740,8
16713,455000,4,2710,9
16714,85000,2,910,5
16715,239000,4,1980,6
16716,184900,3,1040,6
16717,386000,4,2810,8
16718,415000,4,2000,8
16719,387000,3,1530,7
16720,2140000,6,5110,11
16721,685000,4,3133,9
16722,340000,4,2020,7
16723,422000,2,750,6
16724,442000,3,1980,8
16725,280000,3,1200,6
16726,1150000,5,3580,9
16727,279000,3,2010,7
16728,569000,4,1730,7
16729,1355000,5,5960,10
16730,209950,2,860,7
16731,468000,3,1370,7
16732,237100,3,1360,7
16733,336000,4,2530,8
16734,500000,4,1680,7
16735,290000,3,1580,7
16736,1185000,7,3890,9
16737,365000,5,1600,7
16738,146300,3,1200,6
16739,554000,3,1760,8
16740,424000,3,1670,7
16741,1348000,4,4640,10
16742,508500,4,1800,7
16743,244500,3,1210,7
16744,206000,2,1280,7
16745,643500,3,1650,8
16746,372500,4,1590,7
16747,630000,5,1900,8
16748,418000,2,1500,8
16749,425000,4,2689,9
16750,800000,4,3250,9
16751,208000,2,960,7
16752,476000,3,1650,7
16753,277500,3,1690,8
16754,478000,3,2790,8
16755,890000,4,2310,8
16756,450000,3,1790,8
16757,205000,3,1230,6
16758,665000,3,1620,8
16759,518000,4,2440,8
16760,465000,4,2100,8
16761,330000,3,3040,7
16762,449400,4,2490,7
16763,829000,3,2690,9
16764,450000,4,2190,8
16765,310000,3,1490,7
16766,615000,3,2530,9
16767,605000,3,2060,8
16768,437500,3,1970,9
16769,545000,3,1400,7
16770,770000,3,3680,10
16771,600000,5,3000,8
16772,560000,3,1440,7
16773,1920000,5,7730,12
16774,457000,3,1170,7
16775,585000,2,1770,6
16776,560000,3,1860,8
16777,345000,2,770,5
16778,550000,4,3820,8
16779,589950,4,3190,10
16780,327000,3,1320,7
16781,800000,2,1730,7
16782,150000,3,1010,6
16783,425000,2,1140,8
16784,350000,3,860,7
16785,273000,3,1540,6
16786,750000,4,2160,8
16787,240000,3,1450,7
16788,400000,3,1830,8
16789,230000,3,1630,7
16790,372000,4,2500,8
16791,459500,3,1470,7
16792,582000,3,2380,8
16793,465000,4,2170,7
16794,386000,3,2120,9
16795,546000,3,1530,8
16796,278000,3,2710,7
16797,540000,3,2860,8
16798,529000,4,2800,7
16799,554000,4,1120,7
16800,210000,3,1730,7
16801,225000,2,1010,6
16802,561600,4,2350,9
16803,300000,6,2860,7
16804,1650000,4,4285,10
16805,1017100,4,4060,10
16806,150000,3,1310,7
16807,400950,2,2320,7
16808,620000,4,2210,9
16809,449000,4,2090,8
16810,630000,4,2240,7
16811,336000,2,1180,6
16812,299950,4,1560,7
16813,352500,4,1970,8
16814,150000,2,840,6
16815,175000,2,840,6
16816,305000,3,1830,8
16817,2574000,4,4475,12
16818,607500,3,1800,7
16819,505000,2,1250,7
16820,280500,3,2440,7
16821,610000,3,2910,10
16822,381000,5,3060,8
16823,482000,5,2230,8
16824,379950,3,1270,7
16825,2500000,4,4300,11
16826,425000,3,1580,7
16827,580000,4,2570,8
16828,605000,2,860,7
16829,194000,1,820,8
16830,546200,4,2090,8
16831,1395000,4,3560,10
16832,315000,3,1860,7
16833,465000,3,900,6
16834,330000,2,1160,6
16835,795000,4,3100,10
16836,265000,4,2300,7
16837,1300000,4,3110,11
16838,126500,3,1130,6
16839,760000,4,2920,9
16840,540000,2,1230,9
16841,446000,5,2190,7
16842,170000,1,850,6
16843,379000,3,1500,7
16844,1400000,9,4620,11
16845,800000,4,3150,9
16846,260000,3,1300,7
16847,820000,5,3160,7
16848,449950,3,2070,7
16849,392000,3,1790,7
16850,465000,3,1650,8
16851,449950,4,2070,7
16852,520000,3,1580,7
16853,546800,4,2170,8
16854,825000,4,2220,7
16855,337000,3,1440,7
16856,333000,2,720,6
16857,380000,2,1120,8
16858,280000,3,1970,8
16859,202000,3,1420,6
16860,585000,4,2250,8
16861,435000,4,2630,8
16862,1200000,4,4740,11
16863,364000,2,1280,7
16864,300000,3,1260,6
16865,558000,2,1930,8
16866,199950,1,1048,7
16867,515000,3,1640,8
16868,590000,4,2380,8
16869,813500,4,2530,8
16870,725000,4,2700,8
16871,490000,3,2330,8
16872,277000,3,2160,7
16873,325000,4,1470,7
16874,649800,4,2280,8
16875,425000,3,1280,7
16876,460000,2,850,7
16877,750000,3,4610,9
16878,469000,5,2690,8
16879,566000,4,2440,8
16880,407500,3,1930,8
16881,353500,2,800,6
16882,524000,3,2430,8
16883,264950,4,1990,7
16884,547500,3,2550,9
16885,264500,3,1370,7
16886,507500,3,2020,7
16887,560000,3,1560,8
16888,995000,5,5610,11
16889,835000,6,3560,9
16890,440000,3,2120,8
16891,1015000,3,2920,8
16892,300000,2,1340,7
16893,125000,3,1230,6
16894,986000,4,2840,10
16895,315000,4,2080,7
16896,320000,4,2070,7
16897,972000,4,4010,11
16898,760000,3,2190,7
16899,265000,4,1730,6
16900,355000,2,1250,7
16901,300000,3,1300,6
16902,474950,5,2080,7
16903,470000,4,2180,7
16904,437500,3,1630,7
16905,520000,2,1840,8
16906,237600,2,1370,6
16907,162950,2,950,8
16908,457000,3,1690,8
16909,635000,3,1780,8
16910,735000,4,2840,8
16911,910000,2,2000,9
16912,346500,3,1570,8
16913,655000,4,2370,9
16914,425000,3,1610,7
16915,137000,3,1300,6
16916,557500,3,2620,9
16917,415000,4,3060,8
16918,830000,5,2780,9
16919,949000,4,4270,11
16920,420000,3,1310,7
16921,353000,2,1100,7
16922,560000,3,1480,8
16923,445700,3,1270,8
16924,226000,4,1270,7
16925,358000,3,890,7
16926,501000,3,1480,7
16927,609000,4,3240,9
16928,734950,4,4280,10
16929,725000,5,3210,8
16930,350500,3,1870,7
16931,610000,5,3990,8
16932,605125,2,1160,7
16933,1388000,4,2940,9
16934,550000,3,1850,8
16935,335000,2,1060,7
16936,397000,3,1100,7
16937,240000,3,1190,7
16938,240000,3,1030,7
16939,262500,2,1140,7
16940,440000,3,2260,7
16941,160000,3,1140,6
16942,427000,4,1860,7
16943,920000,4,4080,9
16944,2300000,4,3280,10
16945,480000,4,2870,9
16946,615000,4,2300,9
16947,736500,3,2230,7
16948,542500,3,1920,8
16949,191000,2,700,6
16950,730000,4,2740,8
16951,1225000,5,3440,9
16952,129000,1,650,5
16953,284000,3,1500,7
16954,645000,3,2490,9
16955,218000,3,1330,7
16956,675000,4,3190,8
16957,575000,3,1590,7
16958,225000,2,830,6
16959,626000,3,1810,8
16960,499950,4,2910,9
16961,405000,4,2180,7
16962,152500,3,1090,6
16963,325000,4,2160,8
16964,475300,3,2110,7
16965,485000,3,2180,7
16966,720000,3,2100,7
16967,465000,3,1410,7
16968,489000,3,1020,7
16969,3100000,5,5090,12
16970,288000,3,2090,7
16971,225000,3,1350,7
16972,499000,3,2650,8
16973,632000,5,3520,8
16974,580000,3,2040,8
16975,730000,4,2340,8
16976,325000,4,1770,7
16977,421000,3,1100,7
16978,316000,3,1490,8
16979,415000,2,1460,6
16980,401000,3,1350,7
16981,229950,3,1030,5
16982,539950,3,1820,8
16983,335000,3,1170,6
16984,339000,3,1450,7
16985,414950,4,2200,7
16986,650000,4,1610,8
16987,445000,3,2690,8
16988,295000,3,1850,9
16989,975000,4,2250,9
16990,296500,3,1580,7
16991,440000,4,2030,8
16992,420000,5,1890,7
16993,302000,3,2140,8
16994,350000,4,1770,8
16995,667000,3,3320,8
16996,645000,3,1640,7
16997,430000,4,1820,7
16998,413000,4,1410,7
16999,420000,3,1240,7
17000,495000,3,1780,7
17001,2187730,4,4240,10
17002,965000,4,3570,10
17003,500000,4,1900,8
17004,636100,3,1010,7
17005,720000,4,2870,9
17006,298000,3,1620,8
17007,409000,2,1480,6
17008,370000,4,2650,9
17009,230000,5,1410,7
17010,290000,3,1360,7
17011,420000,4,2930,8
17012,917000,4,3500,10
17013,957000,5,3160,10
17014,482000,3,1710,7
17015,488000,3,2180,9
17016,760369,5,2870,9
17017,170000,2,1500,8
17018,625000,3,2120,8
17019,357000,3,1590,7
17020,583000,3,1830,8
17021,173250,3,1210,7
17022,414050,4,1590,7
17023,400000,3,1050,6
17024,537000,3,1550,8
17025,465000,4,2070,7
17026,425000,3,1740,8
17027,445000,4,1700,6
17028,179950,2,1200,6
17029,275000,3,1710,7
17030,190000,4,1840,7
17031,385000,3,1900,7
17032,303000,4,2300,6
17033,165000,3,970,6
17034,600000,2,1270,6
17035,710000,3,3130,8
17036,875000,5,4230,10
17037,269950,3,1480,7
17038,838000,4,3310,9
17039,670500,4,1590,7
17040,420000,4,1690,7
17041,370000,3,1690,7
17042,360000,3,1500,7
17043,562500,4,2320,8
17044,360500,3,3300,8
17045,389999,3,1445,7
17046,450000,4,1890,7
17047,247500,4,1760,7
17048,208000,3,1050,5
17049,455000,3,1980,7
17050,379400,4,2120,7
17051,190000,3,760,6
17052,326188,3,1300,7
17053,168000,2,1160,7
17054,314000,4,2340,8
17055,630000,4,2710,9
17056,550000,3,1440,7
17057,530000,4,1980,8
17058,637500,3,1680,7
17059,400000,3,1390,8
17060,700000,5,3100,8
17061,272000,3,1680,7
17062,600000,4,2710,8
17063,450600,2,840,7
17064,550000,3,2090,10
17065,225000,3,1120,6
17066,132825,3,1210,6
17067,219950,3,1210,6
17068,580000,5,1940,7
17069,568000,3,1930,7
17070,406000,3,1270,7
17071,469000,3,1680,7
17072,415000,3,2090,8
17073,390000,3,1000,7
17074,251000,3,1350,8
17075,750000,3,3280,9
17076,845000,4,2390,9
17077,350000,3,1860,7
17078,322000,3,1380,7
17079,664500,4,3070,8
17080,988000,3,2190,8
17081,625000,2,1990,7
17082,675000,2,930,6
17083,503000,3,2070,7
17084,431000,4,2170,8
17085,250000,3,1910,7
17086,268500,4,2100,8
17087,1070000,6,3560,9
17088,295000,4,2290,7
17089,780000,3,2130,8
17090,354000,3,2160,8
17091,305000,2,860,6
17092,733000,5,2880,8
17093,640000,4,2100,8
17094,840000,4,2360,8
17095,1475000,5,3680,10
17096,525000,3,1560,8
17097,625000,4,1680,7
17098,350000,3,1380,8
17099,650000,4,2610,8
17100,435000,2,870,7
17101,660000,3,1210,8
17102,350000,3,1150,6
17103,435000,3,3110,8
17104,375900,6,2550,8
17105,272000,3,2430,8
17106,233000,3,1460,7
17107,500000,4,1330,7
17108,540000,4,2040,8
17109,712000,3,2375,9
17110,425000,4,2480,7
17111,242000,3,1580,7
17112,515000,5,2740,7
17113,415000,4,1920,7
17114,375000,3,2200,8
17115,182500,3,910,7
17116,310000,3,1860,7
17117,360000,3,1510,7
17118,889000,4,3920,9
17119,450500,2,1330,7
17120,342000,4,1964,9
17121,413000,3,1520,8
17122,960000,5,3720,10
17123,180000,2,770,7
17124,770000,4,3210,10
17125,224400,3,1070,7
17126,280000,3,1430,7
17127,500000,3,1670,8
17128,153000,2,710,6
17129,385000,3,1920,7
17130,325000,2,750,7
17131,315000,4,2210,7
17132,294999,4,1660,7
17133,175000,3,1910,8
17134,299000,3,1910,8
17135,146000,2,780,6
17136,290000,3,1650,7
17137,1776000,3,3230,10
17138,367500,2,810,6
17139,535000,4,2750,8
17140,334999,3,1650,7
17141,655000,3,1960,7
17142,1298000,4,2790,8
17143,480000,4,2230,7
17144,465000,3,1280,7
17145,297950,3,1240,7
17146,590000,3,1860,7
17147,805000,4,2410,8
17148,204250,3,1960,7
17149,500000,3,1710,8
17150,490000,4,3480,9
17151,2500000,4,3480,9
17152,750000,3,2960,9
17153,405000,4,2670,9
17154,209995,2,700,5
17155,680000,4,2830,9
17156,355000,3,1120,6
17157,280000,2,1310,6
17158,385000,3,1710,7
17159,505000,4,2200,8
17160,429900,4,3310,9
17161,560000,4,2280,9
17162,231000,3,1640,7
17163,135000,2,750,6
17164,800000,4,3520,8
17165,420000,3,2720,8
17166,360000,3,1660,7
17167,642000,4,2560,9
17168,379950,3,1080,7
17169,745000,3,2050,9
17170,630000,4,2670,9
17171,250000,3,1730,7
17172,275000,3,990,7
17173,435000,6,3560,7
17174,175000,2,700,5
17175,560000,4,1880,7
17176,325000,4,1870,7
17177,1185000,3,2500,9
17178,399950,3,2570,9
17179,752000,4,2940,9
17180,1200000,4,3930,10
17181,400000,4,2150,7
17182,240000,3,1330,7
17183,640000,5,3220,8
17184,564450,3,2710,9
17185,300000,3,1630,6
17186,286000,3,1680,8
17187,531800,3,1930,7
17188,502000,4,2140,7
17189,993500,4,4070,10
17190,450000,3,1350,7
17191,997950,4,4270,9
17192,526000,3,1320,7
17193,335000,3,2100,7
17194,187250,2,710,6
17195,735000,3,2350,7
17196,425000,3,1180,7
17197,110000,3,1250,6
17198,305000,3,1490,7
17199,212000,3,1000,6
17200,1380000,5,4050,10
17201,298950,5,2300,8
17202,525000,3,1330,7
17203,707000,4,3200,9
17204,695000,3,2590,10
17205,796500,3,2590,10
17206,420000,4,2030,7
17207,625000,5,2700,8
17208,620000,3,1670,8
17209,1450000,5,3090,9
17210,549950,5,2650,9
17211,275000,4,1440,5
17212,705000,3,2820,9
17213,197000,3,1690,7
17214,265000,3,1420,8
17215,297000,4,1790,7
17216,207500,3,1320,7
17217,410000,3,1509,8
17218,268000,3,1610,7
17219,330000,4,1550,6
17220,417500,3,1160,6
17221,760000,4,2500,8
17222,499000,3,1540,8
17223,620000,4,1910,8
17224,315000,3,2340,7
17225,624950,3,2060,8
17226,525000,3,1960,7
17227,300000,2,1150,7
17228,299900,4,2330,8
17229,299000,3,2210,7
17230,1880000,4,3260,10
17231,265000,4,1900,6
17232,280000,2,1610,6
17233,124740,3,1340,6
17234,1085000,3,3170,9
17235,1970000,8,4440,10
17236,219000,4,1370,6
17237,569950,5,1420,8
17238,212500,2,1030,6
17239,680000,3,1820,7
17240,1457000,4,2650,9
17241,300000,3,910,7
17242,629950,3,1680,9
17243,349900,2,1550,6
17244,690000,4,2780,8
17245,1454000,5,4070,10
17246,1288000,3,3240,11
17247,696000,4,3650,9
17248,650000,3,2180,8
17249,640000,3,2480,8
17250,499950,5,3180,9
17251,490000,4,3630,10
17252,685000,5,3160,9
17253,387500,4,1370,6
17254,401750,2,1070,8
17255,254950,4,2180,7
17256,500000,4,2420,8
17257,856500,4,3290,10
17258,552000,3,1430,6
17259,506500,4,1890,7
17260,500000,3,1760,8
17261,280000,4,2230,7
17262,308000,3,1630,7
17263,613500,3,2350,8
17264,255000,3,1550,7
17265,545000,3,3550,10
17266,620000,4,2720,7
17267,450000,3,1740,7
17268,279000,4,1840,7
17269,625000,3,2010,9
17270,274950,3,1670,7
17271,423000,3,1820,7
17272,350000,2,720,6
17273,305000,4,2370,7
17274,368000,3,2120,7
17275,232000,3,1290,7
17276,250000,4,1800,7
17277,220000,3,1230,7
17278,435000,3,1380,7
17279,350000,2,740,6
17280,206325,5,1720,7
17281,339000,5,1720,7
17282,399000,4,2100,7
17283,529000,2,1210,6
17284,640000,4,2210,9
17285,735000,4,2470,8
17286,378000,5,2760,8
17287,775000,3,2540,8
17288,2250000,3,5150,11
17289,1350000,4,3420,9
17290,380000,4,2270,8
17291,624900,4,2270,8
17292,379770,3,1470,8
17293,340000,3,1280,8
17294,515500,4,2830,8
17295,600000,4,1970,7
17296,400000,1,1390,6
17297,364000,4,1020,6
17298,440000,4,2250,8
17299,285000,2,800,6
17300,669000,3,1560,7
17301,475000,4,2100,7
17302,747000,2,990,7
17303,317000,3,1060,7
17304,390000,2,1270,6
17305,1070000,4,2740,9
17306,1205000,4,2470,9
17307,580000,3,1970,7
17308,518000,4,2070,8
17309,147500,3,1010,7
17310,555000,4,2220,8
17311,427500,2,1090,8
17312,1735000,3,4310,10
17313,265950,3,1490,7
17314,247500,2,700,6
17315,244000,4,1450,6
17316,578550,3,2120,8
17317,451000,4,1670,7
17318,489000,2,1810,8
17319,190000,2,710,5
17320,475000,3,2540,7
17321,485000,3,1420,7
17322,530000,3,2440,8
17323,379000,4,2570,9
17324,1629000,5,3090,9
17325,739000,3,2050,8
17326,189950,3,920,6
17327,637500,4,2320,8
17328,2225000,3,3450,9
17329,209950,3,1660,7
17330,460000,3,1130,6
17331,543500,4,2550,8
17332,376000,4,2420,8
17333,430000,3,1470,8
17334,515000,4,2030,7
17335,580000,7,2310,6
17336,600000,5,3370,9
17337,476800,3,1900,6
17338,815000,3,1940,8
17339,455600,3,2420,7
17340,270000,3,1010,7
17341,1200000,5,2710,10
17342,525000,2,1340,7
17343,242000,3,1310,7
17344,715000,4,2650,8
17345,475000,3,1890,8
17346,370000,4,2580,8
17347,788600,4,3500,9
17348,160000,2,1040,6
17349,800000,5,1930,7
17350,520000,4,2190,8
17351,725000,3,1530,8
17352,335000,4,1480,7
17353,919000,4,3620,10
17354,425000,3,3370,9
17355,420000,5,2100,7
17356,905000,4,3370,10
17357,435000,2,2240,7
17358,438000,3,1650,7
17359,725000,4,2630,8
17360,840000,4,2330,8
17361,425500,3,1970,8
17362,853505,3,2820,9
17363,398000,2,590,5
17364,418500,3,2060,7
17365,826000,3,1890,9
17366,742000,4,2810,10
17367,180000,4,1470,6
17368,286000,4,2190,8
17369,421200,3,1440,7
17370,390000,3,2480,8
17371,739000,4,2780,9
17372,499900,4,2180,7
17373,670000,3,3340,8
17374,842500,3,2560,8
17375,492500,2,1600,7
17376,836500,3,2230,9
17377,334000,2,900,7
17378,179900,3,1010,6
17379,563000,3,1580,7
17380,310000,3,1890,7
17381,335000,4,2160,7
17382,499950,4,2160,7
17383,658500,2,1410,8
17384,297000,2,1430,7
17385,725000,6,2380,8
17386,780000,3,2206,6
17387,252500,3,1030,7
17388,330000,3,1070,7
17389,525000,3,2320,9
17390,365000,2,1270,7
17391,500000,4,2570,7
17392,179950,3,920,6
17393,440000,3,1790,7
17394,145000,1,480,4
17395,331000,4,2483,8
17396,780000,3,2140,9
17397,855000,3,1900,7
17398,225000,3,1650,8
17399,199000,3,1510,7
17400,550000,3,2910,8
17401,1425000,4,4960,11
17402,805000,3,2710,8
17403,261000,3,1810,7
17404,347000,3,940,7
17405,390000,3,1600,7
17406,436000,4,2640,7
17407,1802750,5,3890,10
17408,557000,3,1630,8
17409,135000,3,830,7
17410,425000,3,1800,8
17411,648752,3,2060,8
17412,1388000,4,4040,9
17413,630100,4,1910,7
17414,739000,4,2800,9
17415,269000,3,1320,7
17416,250000,3,1220,6
17417,475000,5,3100,7
17418,290000,1,550,6
17419,219000,3,1080,7
17420,416000,2,880,6
17421,179000,2,720,6
17422,302000,4,2030,7
17423,565000,4,2040,7
17424,281700,3,1570,7
17425,480000,2,1500,7
17426,775000,4,3180,9
17427,375000,3,1260,7
17428,345000,3,1390,7
17429,300000,3,2850,8
17430,364950,4,2070,8
17431,410000,3,2650,8
17432,231000,3,1220,7
17433,445000,3,1630,9
17434,530000,2,1785,7
17435,353500,3,1260,8
17436,209950,3,1380,7
17437,650000,3,2330,8
17438,325000,2,840,7
17439,257000,3,1730,8
17440,337000,4,2230,7
17441,541000,3,1790,8
17442,577500,3,2280,9
17443,560000,3,2430,8
17444,979700,5,3730,7
17445,750000,5,2230,8
17446,407500,2,770,7
17447,530000,4,1814,7
17448,235000,4,1920,7
17449,715000,4,1860,7
17450,795000,5,2750,7
17451,465000,4,1930,9
17452,287600,3,1950,7
17453,630000,6,2470,8
17454,445000,3,1630,7
17455,490000,4,2110,8
17456,565000,3,1490,8
17457,330000,3,1740,8
17458,463000,4,1900,7
17459,1870000,5,4510,10
17460,219500,3,1090,5
17461,622200,3,1720,7
17462,474800,2,1400,8
17463,465000,4,2090,7
17464,389950,3,1580,8
17465,650000,4,2620,8
17466,395000,3,1500,7
17467,304500,4,2030,8
17468,307000,3,1020,6
17469,485000,3,1540,7
17470,1562000,5,3910,9
17471,650500,5,3920,7
17472,960000,4,3180,9
17473,710000,3,2330,9
17474,540000,3,2600,8
17475,601000,4,1950,7
17476,463828,5,3250,8
17477,293000,4,1130,6
17478,597500,3,2620,7
17479,240000,2,1120,5
17480,284000,3,1800,7
17481,440000,4,2180,8
17482,340000,3,1960,7
17483,363000,3,1960,7
17484,270000,2,1150,6
17485,365000,4,2800,7
17486,428000,3,1310,7
17487,600000,3,2340,8
17488,405000,3,1430,7
17489,339900,4,2340,8
17490,275000,3,1290,7
17491,361600,2,760,6
17492,325000,6,2780,7
17493,1050000,3,2090,8
17494,959750,4,3060,8
17495,210000,3,1110,7
17496,258000,3,1790,7
17497,468000,3,1830,7
17498,710000,4,2850,8
17499,268000,3,1420,6
17500,115000,2,790,5
17501,500000,3,2300,8
17502,431000,3,2440,9
17503,241500,3,1310,7
17504,300000,3,1380,7
17505,982000,4,2790,9
17506,248500,3,1360,8
17507,665000,4,2510,9
17508,1215000,3,4560,10
17509,380000,2,780,6
17510,220000,3,1410,7
17511,631500,4,2530,8
17512,386100,3,1270,7
17513,1050000,4,3180,9
17514,650000,2,1450,7
17515,545000,4,2040,7
17516,870000,4,2650,9
17517,380000,3,1240,7
17518,265000,2,820,6
17519,645500,2,1890,7
17520,570000,3,1270,7
17521,1200000,4,3350,10
17522,605000,2,1550,8
17523,199500,3,920,7
17524,445000,2,950,6
17525,495000,4,2040,7
17526,594000,4,1870,7
17527,465000,3,1720,8
17528,160000,2,1020,6
17529,340000,4,2690,9
17530,870000,4,3090,7
17531,249000,3,1070,6
17532,500000,4,2050,8
17533,220000,3,1660,7
17534,368500,5,2810,7
17535,439950,4,2460,8
17536,179900,3,1230,6
17537,490000,4,2360,8
17538,425000,4,1730,7
17539,533300,4,2770,9
17540,447500,4,1770,7
17541,768000,5,3030,8
17542,285000,3,2380,7
17543,336900,3,1780,6
17544,415000,4,1540,7
17545,500000,3,1580,8
17546,337000,4,3200,8
17547,419950,4,2220,7
17548,290000,4,2240,7
17549,349950,2,1640,7
17550,330000,3,1170,7
17551,965000,4,3160,10
17552,515000,3,2100,8
17553,665000,4,2600,9
17554,265000,3,1630,7
17555,545400,3,2850,8
17556,350000,4,2560,9
17557,260000,2,980,7
17558,2510000,3,5480,11
17559,355000,3,2160,8
17560,879000,3,3030,9
17561,833000,4,3560,10
17562,261590,2,760,6
17563,512500,3,2260,7
17564,600000,2,1560,7
17565,417500,5,2270,7
17566,970000,5,3480,8
17567,316000,3,1900,7
17568,397500,4,2350,9
17569,1350000,3,2390,9
17570,840000,4,3730,10
17571,270000,2,1780,9
17572,312900,4,1630,7
